Feature	Importance Score
CDC42P3	0.0018400434637442231
AC005324.1	0.0018400007393211126
AC003973.1	0.001838530763052404
AC024579.1	0.0018383120186626911
SYT14P1	0.0018370916368439794
AC004951.4	0.0018368683522567153
AP002957.1	0.0018360947724431753
VN1R96P	0.0018340838141739368
RBM12B-AS1	0.00183400500100106
AC018889.1	0.0018328882288187742
TAT	0.0018296459456905723
AC008013.1	0.0018291533924639225
CYCSP45	0.0018283699173480272
DOCK10.10	0.001828285283409059
PAQR9-AS1	0.0018280722433701158
C17orf64	0.0018275417387485504
AL034348.1	0.0018264306709170341
RPL36AP51	0.0018250389257445931
LYSMD2	0.0018249239074066281
HNRNPKP1	0.0018244199454784393
ZMYM2.2	0.0018243672093376517
hsa-miR-4511	0.0018234390299767256
CU639417.4	0.0018231001449748874
OR6V1	0.0018227730179205537
PPIAP5	0.001821524347178638
ST6GAL2-IT1	0.0018191176932305098
AC234781.4	0.0018186065135523677
CHD7.3	0.0018183100037276745
AF127936.1	0.0018178619211539626
AC092669.1	0.0018171085976064205
RPL21P106	0.0018164904322475195
AC226119.1	0.0018162415362894535
NUMA1.1	0.001811986556276679
AL590762.2	0.0018109468510374427
AC016772.1	0.001810107845813036
AC093270.2	0.0018100313609465957
GTF2A2	0.001808368950150907
OR7E86P	0.0018063259776681662
AP003040.1	0.0018052987288683653
UBA5	0.0018036817200481892
AKAP13.35	0.001801513833925128
SMARCAD1.14	0.0018014656379818916
MCC.1	0.0018012099899351597
hsa-miR-6798-5p	0.001800590893253684
AC104831.1	0.0018000506097450852
AC026427.2	0.0018000189447775483
TRBV1	0.0017997538670897484
hsa-miR-196a-5p	0.001799384830519557
HLA-DPB2	0.0017985625891014934
AL355836.4	0.0017971247434616089
RAB5CP1	0.0017970757326111197
PHKA2	0.001796491676941514
GNAT3	0.0017949072644114494
AC097713.1	0.0017942307749763131
PUM1.4	0.0017932576593011618
LINC00415	0.001792835770174861
LINC01746	0.0017928348388522863
MIR1289-1	0.0017923926934599876
KRTAP4-2	0.0017909257439896464
MTRNR2L6	0.0017902229446917772
RN7SL201P	0.0017881427193060517
AC008558.1	0.001787340035662055
PRSS3P1	0.0017861563246697187
LINC02571	0.0017856077756732702
AL133467.1	0.0017854721518233418
AL355097.1	0.001784629886969924
IGHVIV-44-1	0.001783469575457275
AC002059.2	0.0017829238204285502
AL160236.2	0.0017827171832323074
AP000894.4	0.0017827121773734689
PRPS1	0.0017823814414441586
AC005323.2	0.001781185157597065
PPP1R17	0.0017806021496653557
LINC01639	0.0017770612612366676
LSR.3	0.0017763841897249222
ICE2.2	0.0017755336593836546
AC018467.1	0.001774536562152207
SPAG11B	0.0017684896010905504
hsa-miR-6892-3p	0.0017683751648291945
PEX16	0.0017680173041298985
hsa-miR-1914-3p	0.001766884233802557
LINC02138	0.0017665281193330884
AP000967.1	0.001766101224347949
AL356475.1	0.001765365363098681
AC082651.1	0.0017649194924160838
hsa-miR-5583-5p	0.0017640495207160711
PKN1	0.001763415988534689
PMVK	0.0017627176130190492
AC092810.3	0.0017621611477807164
LAPTM4BP1	0.001760863815434277
AL121894.1	0.0017597594996914268
HOXB-AS4	0.0017585871974006295
IRF2BP2.4	0.0017575755482539535
PPIAL4H	0.0017572499345988035
LINC01718	0.0017546942690387368
AC008467.1	0.0017538155661895871
ADH5P3	0.0017511561745777726
AC092848.1	0.001749885850585997
ZDHHC5.23	0.001749805873259902
PDLIM5.7	0.00174811203032732
KIAA1671.19	0.0017472703475505114
PAGR1	0.0017463915282860398
AL355297.1	0.0017462805844843388
AC139718.1	0.0017451040912419558
RN7SL378P	0.0017432994209229946
OR7E8P	0.0017432994209229946
TOMM20P3	0.0017404488753527403
FSCN1	0.0017403722740709782
MAPK6P4	0.0017384367529302835
SPANXA2-OT1	0.0017383311642333865
MC4R	0.0017376287141814828
GAPDHP66	0.0017351772403344512
GATAD2A.3	0.0017339219339191914
PRRC2C.15	0.0017335762968286872
AC092814.1	0.0017317901365458965
AFDN.24	0.0017304621869698167
AC068688.1	0.0017288645030930638
AP000769.5	0.001728659961372614
DNM1P41	0.001728618866764009
AC106872.4	0.001728430506773293
AL591379.2	0.001727471244521439
PPIG.10	0.0017246027709916234
AC007496.2	0.0017242984613403678
AL627443.1	0.001724197412841022
FNDC3CP	0.0017232795944437385
LINC02393	0.0017229380318894982
CBX3P1	0.001721746171824634
AC023794.4	0.0017209009965881705
AL355574.1	0.0017206446500495076
OR2W5	0.0017203317256644368
AC005014.2	0.0017191569786518812
CIR1P1	0.0017182822339236736
AL031662.1	0.0017178620910272002
IFT27	0.001717694802209735
AL137247.2	0.0017175560351461172
AC015911.2	0.001717108185403049
AL161669.3	0.0017170398496091366
ARHGAP32.2	0.0017160082934424281
UNCX	0.0017156185349449515
IGHV3-13	0.001715324237011373
AL031258.1	0.0017134046647697687
GPR1-AS	0.0017132099019363523
hsa-miR-3150a-3p	0.0017129495972767472
AL391361.1	0.001712253550067544
AC009299.1	0.0017101486446335912
GTF2IP9	0.0017087901942431927
AP002833.3	0.0017081117257475853
LRRC8B	0.0017069551395252347
hsa-miR-6738-5p	0.0017053132178261876
PRICKLE2-AS2	0.0017044736305251718
AL357992.1	0.0017037371871992946
CTCFL	0.0017018674407154322
FRG2C	0.0017015284392982721
BMPR1B-DT	0.0017009950242936611
AC004936.1	0.001700598862953484
FAM86GP	0.0017004990950226784
PFKFB3	0.0017004864057525992
AC104066.4	0.0016996280755847692
LINC01589	0.0016993092140182853
AC007922.5	0.001699189655482769
RRM2.1	0.001698745647445321
IGKV1-6	0.0016979459905996919
AL451062.1	0.00169557414483279
AL139383.1	0.0016955004539340734
DEFB124	0.0016944488743320107
ASNSP1	0.0016941176727414131
PDLIM5.8	0.0016940755303949118
OR1L1	0.0016938012558966875
LINC02212	0.001693532569333911
CT70	0.0016934211598709226
SSR4	0.0016933334991335869
MTMR6.1	0.001693113474175334
OR2L13	0.001692005549557507
RNU6-678P	0.0016918412875384092
OR10X1	0.001691793673671782
AC092610.2	0.0016915114829316735
AC091073.2	0.0016910334816202521
AL162419.1	0.0016908488469198346
AC068944.1	0.0016907878452911973
BX119321.1	0.001690573524683714
AC103681.1	0.0016899058828130364
AC006210.2	0.0016894348664209247
AC091564.1	0.001689433353021741
AC012146.4	0.0016889262478798628
AL031056.1	0.0016880710609257221
AL139330.1	0.0016864804783836007
SPINT2.1	0.001685599097982049
AC012301.3	0.0016849032836034894
AL021917.1	0.0016844995552673936
AL645933.1	0.0016825462225824594
AC092159.3	0.0016810278175398707
AC034198.1	0.0016799221048131585
BMP15	0.001679037930443883
HTR3C	0.0016778851859271526
PAGR1.1	0.001676559797488153
TLK1P1	0.0016752526862546802
UQCRHP1	0.001672663725912571
AC096745.1	0.0016726301982998848
AL161727.1	0.0016719262348487973
SEC63	0.0016699567204341292
MDC1.17	0.0016693725483492017
LMNTD2-AS1	0.0016674338839948177
AC092552.1	0.00166689557954669
AL353796.2	0.0016648941673338413
AL391244.1	0.0016644103452563286
AL355385.1	0.0016642974223941565
MLIP-IT1	0.0016623430419713259
AC113391.2	0.00166184117551893
RPL34P17	0.001661403919570148
NEDD9	0.0016605774872004986
NES.17	0.0016601765528321266
MLNR	0.0016585413832217455
REC114	0.0016580612864345312
JRK	0.0016575241461396217
AC026523.2	0.001655587344430387
HOXB9	0.0016540138749405742
AC073210.2	0.001653169165365398
CAVIN1.7	0.0016526189865544438
TJP1.7	0.0016508976696059108
CDC42P2	0.001650043879635632
AP000552.4	0.0016493408475071192
VSTM2A-OT1	0.0016490038251504302
MAVS	0.0016488372348248959
SPATA31A1	0.0016477582976222038
AP005131.2	0.0016472694696858525
AP000282.1	0.0016470674891024828
SHANK3.13	0.0016459084581583738
DAZAP2P1	0.0016441666521131992
AL591767.1	0.001643328694626689
CFAP97.2	0.001642119837924838
MYCNOS	0.001641091308556497
DENND2A.2	0.0016396003775298595
TRMU	0.0016391052631661296
RGL2	0.0016386500792577863
AC020907.3	0.0016383187612518668
PUDPP2	0.0016381870955228806
AC098817.1	0.0016375217819586396
AC013451.2	0.001636923523619771
PLD5	0.00163671572227031
ZNF415P1	0.001636600005440414
AC011195.3	0.0016365173505619168
AC012363.3	0.0016365136252716184
RBM15.8	0.001635726890526712
hsa-miR-3663-5p	0.0016336414264515042
MTUS1.5	0.0016336127882823348
hsa-miR-7110-3p	0.0016332383966073394
AC048382.5	0.00163315050303936
PI4KB	0.0016331474762409925
GOLGA8DP	0.0016327686607837677
HOXB8	0.0016323805321007967
AC011500.3	0.001632246421650052
AC010186.4	0.001631532795727253
CEBPB	0.0016314657405018806
IGLC3	0.001631160150282085
AC087318.1	0.0016311196377500892
NUTF2P3	0.0016301526920869946
BANP.1	0.0016300862189382315
LIVAR	0.0016295094974339008
AC103702.2	0.001628735801205039
AC211469.2	0.0016283747972920537
MAP3K1.1	0.0016269832849502563
hsa-miR-3622b-3p	0.0016264115693047643
hsa-miR-4671-5p	0.0016257698880508542
AC020904.1	0.001625706092454493
NANOGP9	0.0016253155190497637
AC092757.3	0.0016253142384812236
GIMAP3P	0.0016252632485702634
FASN.6	0.0016252039931714535
AL359233.1	0.0016243665013462305
MIR4751	0.001624306314624846
FNDC8	0.001624253229238093
RNU6-1024P	0.0016235418152064085
hsa-miR-4484	0.0016225557774305344
AC055811.3	0.0016222717240452766
ZNF768	0.0016200580867007375
SNORD58B	0.0016199732199311256
RNA5SP201	0.0016198541270568967
SCGB1B2P	0.0016171656316146255
ZBTB46-AS1	0.0016162340762093663
CR769775.1	0.0016157985664904118
GAS2L2	0.0016142087988555431
CBX4	0.0016140751540660858
SLURP1	0.0016136601334437728
AC060814.2	0.001613599481061101
PPID	0.001612748601473868
RPL41P5	0.0016107424162328243
AC019159.2	0.0016105762915685773
GAPDHS	0.0016099585918709636
SMIM21	0.0016090016579255462
LINC02045	0.0016087538097053766
COL4A4	0.0016082421643659472
AC135782.2	0.0016078808112069964
RIC8A.1	0.0016064704395830631
AC022509.1	0.0016061991918832064
RANBP9	0.0016047162935137749
ASS1P2	0.0016042590141296387
MIR4724	0.0016039579641073942
AL157829.1	0.0016036455053836107
LINC01781	0.001603111159056425
ADD1	0.001602472853846848
EGFR	0.00160211359616369
ARHGAP25.2	0.0016013410640880466
AC026785.3	0.001601315918378532
AC105233.3	0.001600499264895916
MRPS31P2	0.0015987211372703314
OR4A47	0.0015985622303560376
RPL26P15	0.0015982744516804814
ZBTB17	0.0015968676889315248
NDOR1	0.0015967806102707982
PNLIPP1	0.0015963473124429584
HINFP	0.0015958655858412385
AL513493.1	0.0015956904971972108
AC091151.1	0.0015948796644806862
AMD1P4	0.0015947011997923255
CHAF1A.1	0.0015946896746754646
FOXI2	0.0015935507835820317
hsa-miR-612	0.001593427499756217
NOTO	0.0015932589303702116
AC004408.1	0.001592588727362454
AP000812.2	0.0015903745079413056
MYF6	0.0015889429487287998
AC005294.1	0.0015887808986008167
AC008537.1	0.0015880911378189921
CATIP-AS2	0.0015878401463851333
AC025160.1	0.0015877041732892394
LINC02874	0.0015867863548919559
AL355981.1	0.0015867669135332108
USP8P1	0.0015857978723943233
MSANTD2.1	0.0015857589896768332
AL355516.1	0.0015854834346100688
hsa-miR-4506	0.0015827578026801348
hsa-miR-548d-5p	0.0015818066895008087
AC118282.3	0.0015813119243830442
LINC02355	0.0015795598737895489
ENPP7P6	0.0015792070189490914
RHBDF1.8	0.0015784226125106215
EIF2S3B	0.0015783841954544187
AL161733.1	0.001577944727614522
SCN7A.6	0.0015775294741615653
FAM25C	0.0015767209697514772
CPNE5	0.0015753848711028695
AC009230.1	0.0015752078033983707
KDM3A.4	0.0015726888086646795
USP21P2	0.0015693811001256108
DKKL1P1	0.0015681975055485964
TJP2	0.001568043720908463
COL4A3	0.0015677339397370815
MAST3.7	0.0015676383627578616
RNU2-68P	0.001567292958498001
AL031005.1	0.0015667371917515993
AC009951.2	0.0015665189130231738
AP000355.1	0.0015663064550608397
MAST1	0.0015656775794923306
IMPDH1P4	0.0015651698922738433
RBM14.2	0.0015650410205125809
AL592464.1	0.0015647674445062876
UBE2E2-AS1	0.0015638024779036641
AC073941.2	0.0015628834953531623
AL357143.1	0.0015615798765793443
PGM3	0.0015608052490279078
RIN3.3	0.0015603576321154833
PBX2	0.001560000004246831
